Sl_No,CIN,Company_Name,Triggered_By,NCLT_Bench,Defunct,Date_Insolvency_Commencement,Date_Resolution_Order,Total_Admitted_Claims,Admitted_Claims_FC,Admitted_Claims_OC,Liquidation_Value,Realisable_FC,Realisable_OC,Liquidation_Flag
955,U18101WB1983PLC035976,I C Textiles Limited,FC,Kolkata,Yes,2022-03-14,2024-05-03,3364.5181596,3289.3231476,75.195012,32.6,34.5,0.0500063,0
956,U70100DL2011PTC228100,Aadi Best Consortium Private Limited,OC,New Delhi,No,2022-03-31,2024-04-05,199.1595437,132.5475686,66.6119751,40.76,96.9294658,2.59,0
957,U85110KA2005PTC036163,Gokul Super Speciality Hospital Private Limited,FC,Bengaluru,No,2022-11-16,2024-04-30,38.3643899,38.3643899,0.0,23.38005,25.7345347,0,0
958,U17121GJ2012PLC072083,Yogiraj Spinning Limited,FC,Ahmedabad,No,2022-12-13,2024-04-29,120.8308027,50.9448981,69.8859046,10.87,10.21,0.1,0
959,U64200MH2005PLC158355,Reliance Broadcast Network Limited,FC,Mumbai,No,2023-02-24,2024-05-06,947.5922251,925.8185871,21.773638,189.4,255,6,0
960,U70109DL2006PTC150424,Max Heights Township And Projects Private Limited,FC,New Delhi,No,2023-03-07,2024-04-29,13.1549357,12.8908041,0.2641316,5.8293556,6.5,0.1638013,0
961,L28910MH1977PLC019569,Metalyst Forgings Limited,FC,Mumbai,No,2017-12-15,2024-05-14,3907.2635018,3836.6264592,70.6370426,780.6575,1000,2,0
962,U45201MH2006PTC165147,Mahavir Roads And Infrastructure Private Limited,FC,Mumbai,No,2019-02-21,2024-05-14,431.0894104,404.6579543,26.4314561,43.90745,40.84,0.16,0
963,U29299PN2008PTC131563,Ag Conveying Systems Private Limited,OC,Mumbai,Yes,2019-12-03,2024-05-16,11.1926808,4.9777749,6.2149059,1.5976787,2.4,0.1775586,0
964,U74994GJ2003PTC042695,Jason Dekor Private Limited,FC,Ahmedabad,No,2019-12-19,2024-05-10,26.8110163,26.2372338,0.5737825,9.5144951,8.75,0,0
965,U29309GJ2000PTC038177,Shivshakti Barrels Private Limited,OC,Ahmedabad,No,2021-03-10,2024-05-16,8.243393600000001,5.1504259,3.0929677,4.89644,4.4604926,0.0806815,0
966,U74999GJ2005PLC047344,Multi Arc Coating And Straps Limited,FC,Ahmedabad,Yes,2021-09-13,2024-04-25,62.628822,41.7790909,20.8497311,6.14325,4.7150882,1.3151538,0
967,U74900MH2010PTC199988,Mitesh Trading Private Limited,OC,Mumbai,No,2022-01-19,2024-05-16,46.490439,0.5064236,45.9840154,0.8151064,0.5064236,0.6535764,0
968,U74996DL2006PTC149207,Worlds Window Infrastructure And Logistics Pvt Ltd,FC,New Delhi,No,2022-03-07,2024-04-29,219.6720498,173.541384,46.1306658,33.265,39.0284735,0.1951546,0
969,U40109TN2008PTC070082,Greatshine Holdings Pvt Ltd,FC,Chennai,No,2022-04-28,2024-05-03,16.060299999999998,15.5963,0.464,5.26921865,6.5,0.02,0
970,U27101MH2004PTC147842,Shah Brothers Ispat Private Limited,FC,Mumbai,No,2022-06-02,2024-04-29,289.023508,288.8211439,0.2023641,53.8713746,125.2976359,0.2023641,0
971,U27101AP2008PLC059523,Yona Smelters Limited,FC,Amaravati,Yes,2022-08-18,2024-05-03,106.3072021,61.4566401,44.850562,5.0885,6.0199236,0.2577219,0
972,U05005AP1997PTC027470,Blue Park Seafoods Private Limited,OC,Amaravati,No,2022-10-26,2024-05-07,149.01225870000002,114.1295841,34.8826746,9.97,12.78,0.3,0
973,U01100MH1997PTC108323,Deegee Orchards Private Limited,FC,Mumbai,Yes,2023-03-03,2024-05-16,517.5783508,479.5032855,38.0750653,4.0153537,5.21,0.06,0
974,L37200DL2008PLC174911,Starlit Power Systems Limited,FC,New Delhi,Yes,2023-03-20,2024-05-06,50.5283917,45.2403441,5.2880476,9.843728405,11.4,0.05,0
975,U31403WB1984PTC037436,Power Max(India) Private Limited,CD,Kolkata,No,2023-05-01,2024-05-17,48.3765388,43.0827889,5.2937499,4.0837416,3.82,0.19,0
976,U15400PN2012PTC142142,Hindustan Eco-Tech Private Limited,CD,Mumbai,Yes,2023-07-25,2024-05-09,50.6726915,42.0514835,8.621208,15.191235,14.0400845,0.086212,0
977,U18100WB1997PLC114586,Er Textiles Limited,FC,Kolkata,Yes,2022-01-14,2023-12-20,1566.4230261,1563.6046287,2.8183974,30.4418829,64.2320631,0.4279369,0
978,L74899DL1990PLC041350,Era Infra Engineering Limited,FC,New Delhi,No,2018-05-08,2024-06-11,21946.3766136,17116.7348034,4829.6418102,199.255,2062.1185799,29.0799999,0
979,U31500DL2010PTC210780,Um Green Lighting Private Limited,OC,New Delhi,No,2021-12-13,2024-05-30,48.6469639,26.2202149,22.426749,18.2653145,12.1212,0.26396,0
980,U24111MH1981PTC024672,Teknik Plant And Machinery Mfg Co Pvt Ltd,OC,Mumbai,No,2022-02-11,2024-06-12,2.110375,2.0916698,0.0187052,2.3018405,2.3,0.0187052,0
981,U45201HR2006PTC036085,Suman Villas Pvt. Ltd.,FC,Chandigarh,No,2022-04-08,2024-05-14,94.696568,94.5339485,0.1626195,20.8420076,78.6238369,0.0081309,0
982,L22219UP1975PLC004105,Primuss Pipes & Tubes Limited,FC,Allahabad,Yes,2022-06-13,2024-06-04,24.2378401,20.915331,3.3225091,12.0914,16.957606,0,0
983,U24230MH2002PTC138465,Richfeel Health And Beauty Private Limited,FC,Mumbai,No,2022-08-26,2024-06-20,114.6686513,98.2462419,16.4224094,14.0384935,24.6623644,0.1376356,0
984,U70109DL2006PTC155875,Altech Infrastructure Private Limited,FC,New Delhi,No,2022-09-16,2024-06-14,28.7251617,23.7733636,4.9517981,9.0977522,9.08,0.42,0
985,U55101DL2009PTC196079,Harvest Hotels And Serviced Apartments Private Limited,FC,New Delhi,Yes,2022-10-07,2024-06-12,231.9000051,209.2008456,22.6991595,126.8808026,81,0.7092804,0
986,U45400DL2014PTC265955,Saha Buildestates Private Limited,FC,New Delhi,Yes,2023-02-15,2024-06-07,5.4465562,5.4465562,0.0,0,0.3,0,0
987,U70100UP2013PTC061038,Colorcity Homes Private Limited,OC,Allahabad,No,2023-03-02,2024-06-14,11.5917338,11.5917338,0.0,21.724002,14.8417338,1,0
988,U65100DL2010PTC206914,Fusion Conbuild Private Limited,FC,New Delhi,Yes,2023-05-16,2024-06-12,1.1805839,1.1805839,0.0,0.210883477,0.05,0,0
989,L21012TG1994PLC017207,Bio Green Papers Limited,FC,Hyderabad,Yes,2023-05-30,2024-05-28,10.3946901,6.8756222,3.5190679,3.8242825,2.8230416,0.1759534,0
990,L27209WB1983PLC035920,Carnation Industries Ltd.,OC,Kolkata,No,2023-09-12,2024-06-05,2.2688883,1.9790419,0.2898464,0.9646707,1.42,0.0834621,0
991,U40101GA1994PTC001663,Global Energy Private Limited,OC,Mumbai,No,2019-12-02,2024-07-03,147.0981476,20.3875859,126.7105617,4.6508118,18.4964434,1.7961405,0
992,U70100DL2012PTC234194,Clarion Townships Private Limited,FC,New Delhi,No,2021-05-03,2024-07-04,79.2104409,79.2104409,0.0,26.275,34.8787787,0,0
993,L32101UP1986PLC007841,Linaks Micro Electronics Limited,FC,New Delhi,No,2022-04-22,2024-07-04,,,,,,,0
994,U24100PN2010PTC137441,Swastik Tungsten Private Limited,OC,Mumbai,No,2021-12-23,2024-07-08,27.1740022,25.7097045,1.4642977,3.1918488,5.7,0.15,0
995,U45202HP1987PLC007337,Drish Shoes Limited,OC,Chandigarh,No,2022-05-12,2024-07-01,149.0804406,121.7445074,27.3359332,59.3162916,56.65,4.0488836,0
996,U28999MH1976PTC018830,Sanmati Pressings Private Limited,FC,Mumbai,Yes,2023-01-20,2024-04-29,44.572746300000006,31.372482,13.2002643,8.787776,14.15,0.0807768,0
997,U27109MH1995PTC091072,Nyka Steels Private Limited,OC,Mumbai,No,2023-02-03,2024-06-27,53.2858118,50.5150179,2.7707939,6.8384524,7.91,0,0
998,U74999MH2016PTC286518,Xylem Integrated Solutions Private Limited,CD,Mumbai,Yes,2023-07-14,2024-06-28,9.82858,6.5342584,3.2943216,0,0.0904896,0.0034297,0
999,U74140DL2007PTC165420,Jssi Hydraulics Private Limited,FC,New Delhi,No,2022-07-12,2024-04-29,186.7038888,161.2190423,25.4848465,28.554968462999998,41,0.5961821,0
1000,U18101PB2002PLC025217,Vallabh Textiles Company Limited,FC,Chandigarh,No,2019-04-12,2024-01-08,241.8638867,229.185946,12.6779407,73.0240775,90.1,0.4004528,0
1001,U33110DL2010PTC198060,Orbitol Intelligence Private Limited,FC,New Delhi,Yes,2022-11-09,2024-06-13,46.436438,45.0310594,1.4053786,12.8555599,13.15,0.07,0
1002,U70102UP2013PTC057336,Sparkspell Homes Private Limited,FC,Allahabad,No,2019-08-28,2024-05-16,12.7916488,12.619007,0.1726418,1,9.8224961,0.0258963,0
1003,U45201DL2003PTC122459,Bulland Buildtech Private Limited,FC,New Delhi,No,2021-03-22,2024-07-09,302.8135875,242.3311901,60.4823974,16.5382824,202.8611539,1.0157468,0
1004,U55101MH2003PTC141672,Sristi Hospitality Private Limited,FC,Mumbai,No,2023-02-27,2024-07-12,32.4110546,29.7873126,2.623742,29.7556318,29.7873126,2.623742,0
1005,U15319HR1995PTC032716,Shri Vishnu Overseas Pvt Ltd,FC,Chandigarh,Yes,2022-11-04,2024-05-31,337.727535,215.4415154,122.2860196,16.8882209,27.7517999,0,0
1006,U65100DL2005PTC142867,Duxton Hills Builder Private Limited,FC,New Delhi,Yes,2023-08-02,2024-05-31,1.8573759,1.8573759,0.0,0.382411,0.2825,0,0
1007,U74999AP2007PTC052303,Ceasan Glass Private Limited,OC,Amaravati,No,2021-12-24,2024-06-06,64.0626566,46.2290194,17.8336372,9.6635006,10.51,0.2610965,0
1008,U74120DL2008PLC176278,Alchemist Infra Realty Limited,FC,New Delhi,Yes,2022-03-23,2024-07-04,947.4188795,947.4188795,0.0,302.3244259,453.07,0,0
1009,U33111TG2013PTC090615,B&A Best Health Care Private Limited,FC,Hyderabad,Yes,2022-09-13,2024-07-11,10.1899804,8.0105246,2.1794558,4.950127,4.8159547,0.0276597,0
1010,L72900GJ1985PLC029849,Asya Infosoft Limited,FC,Ahmedabad,Yes,2023-05-17,2024-07-11,17.6109786,16.9107306,0.700248,0.1449903,3.67799,0.0161468,0
1011,U17111TZ2014PTC020436,Marappar Textiles Private Limited,OC,Chennai,No,2023-06-12,2024-07-12,34.628534,27.9886246,6.6399094,13.5648,13.93285,0.33215,0
1012,U70101MH1990PTC056797,Swapnil Promoters And Developers Private Limited,FC,Mumbai,Yes,2023-07-04,2024-07-12,47.419070000000005,46.9091942,0.5098758,4.5557996,1,0,0
1013,U55101DL2005PLC143141,Leading Hotels Limited,FC,New Delhi,No,2021-06-25,2024-07-15,365.7148905,361.619192,4.0956985,156.3815213,216,1.35,0
1014,U45400TZ2014PTC031236,Sheltrex Developers Private Limited,FC,Chennai,Yes,2019-12-10,2024-07-16,260.5776386,258.6322843,1.9453543,29.7708136,20.978293,0.03,0
1015,L65910MH1983PLC030083,Satra Properties (India) Limited,FC,Mumbai,No,2020-08-03,2024-07-26,386.7310481,359.0145475,27.7165006,77.0645942,66.486024,2.1073058,0
1016,U45202MH2008PTC182415,Topworth Infra Private Limited,OC,Mumbai,No,2019-11-13,2024-07-31,333.65135910000004,83.7434313,249.9079278,3.8031855,4.1986496,0.1113504,0
1017,U55101RJ2009PTC030581,Maha Associated Hotels Private Limited,OC,Jaipur,No,2018-09-20,2024-08-13,98.1069643,95.6792407,2.4277236,4.8389751,11.5,0.01,0
1018,U45204DL2012PLC237591,Manju J Homes India Limited,OC,New Delhi,Yes,2019-09-02,2024-06-11,157.1592256,138.3241629,18.8350627,51.0530897,138.3241629,0.13,0
1019,U40109TG2001PLC036265,Lanco Amarkantak Power Limited,FC,Hyderabad,No,2019-09-05,2024-08-21,15633.5665858,14631.7092298,1001.857356,2241.1478428,4101,0,0
1020,U31200MH1989PLC052364,Aditya Vidyut Appliances Limited,OC,Mumbai,No,2019-09-11,2024-08-12,426.2349191,181.4303058,244.8046133,34.0303517,66.57,3.61,0
1021,U51505MH2003PTC143265,Aditya Fabrication Private Limited**,FC,Chennai,,2020-05-15,2024-08-12,,,,,,,0
1022,U24299PY2002PLC000618,Kiran Global Chem Limited,FC,Chennai,No,2021-04-27,2024-08-09,267.4617544,241.0836429,26.3781115,176.82,66.4853,1.01,0
1023,U45200DL2012PTC230708,Sarvottam Realcon Private Limited,FC,New Delhi,Yes,2021-07-09,2024-07-30,247.8833888,232.6122626,15.2711262,105.6828041,93.764908,15.3393779,0
1024,U45400MH2009PTC196597,Anuradha Real Estate Developers Private Limited,FC,Mumbai,No,2021-08-11,2024-09-02,80.990668,80.923828,0.06684,48.565,52.2887216,0.01,0
1025,U45200KL2009PTC024511,Samson And Sons Builders And Developers Private Limited**,OC,Kochi,,2021-11-03,2024-08-14,,,,,,,0
1026,U67120MH1995PTC094461,Nirmal Lifestyle Realty Private Limited,FC,Mumbai,Yes,2021-12-06,2024-08-09,776.1953723,660.4011424,115.7942299,325.0458245,185,88.0008194,0
1027,L29246PB1989PLC009531,S R Industries Ltd,FC,Chandigarh,No,2021-12-21,2024-07-01,54.6352402,50.3928711,4.2423691,9.6440059,10.862354,0.1412,0
1028,U40102TN2006PTC060009,Coastal Energen Private Limited,FC,Chennai,No,2022-02-04,2024-08-30,12247.5496192,11784.9330661,462.6165531,2410.3291844,3330.88,4.64,0
1029,U74920PN2003PTC018006,Greatwall Corporate Services Private Limited,FC,Mumbai,No,2022-03-15,2024-09-02,78.1129495,36.2892896,41.8236599,5.8809125,6.3230561,5.3288342,0
1030,L45201WB1990PLC050101,Simplex Projects Ltd,FC,Kolkata,No,2022-04-27,2024-08-06,2051.8563873,1991.2615816,60.5948057,35.5393267,227.17,1.68,0
1031,U40103MH2008PLC180231,Sks Power Generation (Chhattisgarh) Limited,FC,Mumbai,No,2022-04-29,2024-08-13,2697.57,2121.98,575.59,1768.5,1918.42,575.5870819,0
1032,U45400DL2009PTC196317,Prime Infrapark Private Limited,OC,New Delhi,Yes,2022-08-12,2024-07-30,382.9540356,381.1006005,1.8534351,0.0003224,37.5,0.05,0
1033,L74210MH1977PLC019535,Valecha Engineering Limited,FC,Mumbai,No,2022-10-21,2024-06-25,2900.0146904,2807.0025078,93.0121826,45.6106201,69.02,0.5,0
1034,U31102MH2004PLC235017,Nik- San Engineering Company Limited,OC,Mumbai,No,2022-11-03,2024-08-29,27.298697,16.6661042,10.6325928,9.9609991,10.3130536,2.3923334,0
1035,U40102TG2002PTC039705,Nagai Power Private Limited,FC,Hyderabad,Yes,2023-01-09,2024-07-29,1594.3326112,1464.7525254,129.5800858,201.5391585,311.9,4,0
1036,U45200KL2011PTC028812,Asten Realtors Private Limited,FC,Kochi,No,2023-01-25,2024-08-14,339.7232147,303.9799547,35.74326,114.054527,183.6299747,2.1660878,0
1037,L74999MH1986PLC222681,High Ground Enterprise Limited,FC,Mumbai,Yes,2023-02-17,2024-08-13,154.12290180000002,146.8090625,7.3138393,1.9757952,3,0,0
1038,U74990TN2011PTC080650,Apollo Polyvinyl Private Limited,FC,Chennai,Yes,2023-04-24,2024-06-24,119.4458245,107.3577444,12.0880801,23.2171,28.72,0.1,0
1039,U31101DL1978PTC191934,Kotson'S Private Limited,FC,New Delhi,No,2023-06-09,2024-08-02,179.5830102,149.3688819,30.2141283,44.6885151,50.67,1.3979516,0
1040,U65100DL2010PTC207151,Frugal Developers Private Limited,FC,New Delhi,Yes,2023-07-03,2024-08-01,1.9615658,1.9615658,0.0,0.31876763199999997,0.181,0,0
1041,U74999TG2017PTC116470,Hogar Controls India Private Limited,OC,Hyderabad,No,2024-02-16,2024-08-14,24.6720191,18.6672309,6.0047882,9.561321,7.7088335,1.323699,0
